Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Radial Res,Max Radial Res,Mean Radial Res,Min Angular Res,Max Angular Res,Mean Angular Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std,Pandora Closest Distance,Pandora Closest Long,Pandora Closest Inertial Long,Pandora Closest True Anomaly,Pandora Distance,Pandora Long,Pandora Earliest Distance,Pandora Earliest Long,Pandora Latest Distance,Pandora Latest Long,Prometheus Closest Distance,Prometheus Closest Long,Prometheus Closest Inertial Long,Prometheus Closest True Anomaly,Prometheus Distance,Prometheus Long,Prometheus Earliest Distance,Prometheus Earliest Long,Prometheus Latest Distance,Prometheus Latest Long
ISS_091RI_APOMOSL109_VIMS,0,9864,2008-11-02T00:33:03,71.8,332.2,207.39,69.456,303.864,186.782,99.321,99.863,99.637,0.001,359.981,148.569,48.94726,96.01577,60.241776,0.0,0.0,0.0,29.338015,47.669815,38.289726,55.104347,66.36654,61.859253,85.65069122,54.8,1.15269945,1.17737956,0.29981953,0.54623431,0.55185958,0.13963872,630.223,149.617,-50.636,208.89,2296.164,153.24,1875.977,154.141,2037.637,151.55,217.832,263.088,89.912,349.313,--,--,763.909,260.364,1429.46,261.818
ISS_092RF_FMOVIE003_PRIME,0,3502,2008-11-07T03:06:39,230.4,300.66,265.51,300.312,303.754,300.716,113.109,113.421,113.259,186.998,190.644,187.457,5.8261986,6.1691623,5.9573817,0.0,0.0,0.0,48.893974,51.154705,50.107346,132.83926,135.37384,134.18001,85.7276404,19.46,0.80005777,0.79817889,0.1154732,0.55613417,0.55637295,0.08182235,629.12,103.292,-36.992,208.893,--,--,2221.635,107.19,2209.51,105.629,217.69,289.305,103.757,349.852,--,--,1462.639,287.871,998.219,288.654
ISS_093RF_FMOVIE001_PRIME,0,1753,2008-11-16T11:58:55,229.82,269.4,250.77,324.465,325.306,324.885,138.41,138.591,138.495,186.001,186.896,186.39,2.0749722,2.3368452,2.2140133,0.0,0.0,0.0,95.572685,103.54216,99.175476,168.46133,173.99474,171.81903,85.87082497,9.74,0.78715115,0.79178654,0.10339509,0.77921986,0.78346667,0.10275452,624.83,16.448,-12.449,207.864,--,--,1498.873,21.38,2031.474,20.741,217.283,338.458,128.91,350.061,--,--,893.192,337.894,488.07,338.177
ISS_093RF_FMOVIE003_PRIME,0,11284,2008-11-14T15:06:39,0.0,359.98,199.03,126.592,133.734,130.432,133.361,134.419,133.896,353.173,359.32,356.537,6.051661,6.6153154,6.3432364,0.0,0.0,0.0,40.236088,46.930294,43.471645,126.077156,132.4935,129.21906,85.84781998,62.69,0.81051037,0.80838277,0.10943198,0.51314621,0.51153728,0.07609675,625.526,33.815,-17.283,208.143,2215.862,37.72,1707.406,38.54,763.274,34.107,217.384,328.626,123.549,349.69,--,--,1030.937,327.946,1164.879,329.588
ISS_094RF_FMOVIE001_PRIME_1,0,8595,2008-11-21T21:26:55,0.0,359.98,88.92,120.848,125.476,123.272,152.977,153.756,153.366,327.092,332.493,329.906,6.229938,6.567346,6.407874,0.0,0.0,0.0,36.09095,41.00778,38.48894,121.86459,126.96473,124.37712,85.95858064,47.75,0.7973577,0.80037803,0.10229386,0.44722779,0.45165201,0.05914297,623.235,330.128,0.958,207.631,--,--,1258.033,330.962,1501.516,329.269,216.586,7.95,143.857,350.042,256.383,7.84,1469.952,6.385,232.078,7.89
ISS_094RF_FMOVIE001_PRIME_2,0,4509,2008-11-22T04:36:47,82.02,175.62,129.39,300.621,304.635,302.606,153.783,154.2,153.988,146.521,150.806,148.618,6.3656826,6.922448,6.627527,0.0,0.0,0.0,43.7326,46.360104,45.010357,125.86069,129.07458,127.42828,85.96106824,25.05,0.70080502,0.72412382,0.11071027,0.42622159,0.43993968,0.06733906,623.078,324.337,2.882,207.848,--,--,1587.588,329.187,2355.439,327.382,216.586,7.95,143.803,349.988,--,--,221.184,7.917,767.721,8.502
ISS_094RF_FMOVIE003_PRIME,0,1431,2008-11-23T04:31:27,140.82,169.86,155.35,158.046,162.985,160.4,156.473,156.623,156.548,1.571,6.362,3.851,4.363274,4.490432,4.426311,0.0,0.0,0.0,69.90043,72.71291,71.30602,151.66803,153.63986,152.65962,85.97407605,7.95,0.55691263,0.56613058,0.07571255,0.49604075,0.50291245,0.06754868,622.518,318.549,4.324,207.586,--,--,1006.597,319.114,699.403,318.756,216.531,14.504,147.169,350.029,--,--,1353.064,13.418,1076.449,13.78
ISS_096RF_FMOVIE004_PRIME,0,15256,2008-12-10T18:01:03,0.0,359.98,205.4,134.459,136.52,135.318,203.896,205.308,204.602,289.202,292.539,290.716,3.796547,5.276271,4.506827,0.0,0.0,0.0,52.912807,74.09261,62.57246,17.417028,40.62698,29.940887,86.25303359,84.76,0.59519025,0.60448101,0.08797876,0.51182119,0.52173907,0.09137652,618.037,156.443,50.695,206.22,740.015,156.2,1961.309,158.2,2360.273,153.888,216.027,109.543,-164.237,350.397,1103.415,108.78,372.44,106.491,231.374,109.484
ISS_098RI_TMAPN30LP001_CIRS,0,12111,2008-12-22T23:58:55,0.0,359.98,186.91,93.006,309.674,201.869,236.97,237.634,237.259,0.003,359.983,159.517,62.69122,100.47357,75.069176,0.0,0.0,0.0,32.953026,38.760593,36.18808,115.27156,122.28926,119.5343,86.43899447,67.28,1.10254107,1.11585752,0.1676584,0.53163768,0.54940792,0.08808732,615.174,40.67,83.78,205.207,1460.279,45.62,676.185,46.293,2321.716,44.225,214.86,175.083,-130.491,350.884,1359.992,173.06,215.1,171.814,1359.992,173.066
ISS_100RF_FMOVIE003_PRIME,0,13301,2009-01-11T10:41:34,6.44,273.16,139.76,126.554,135.925,130.892,289.48,290.738,290.113,197.074,205.197,200.779,5.8498487,6.2906446,6.0778337,0.0,0.0,0.0,36.249763,47.223305,41.528996,122.90184,133.62552,128.1834,86.74292879,73.89,0.7240682,0.7310279,0.11078185,0.44316661,0.44960803,0.06398111,612.141,227.015,133.763,204.041,631.456,227.1,941.256,227.512,2212.566,223.493,213.836,276.666,-78.38,351.443,--,--,1393.298,275.489,1170.56,277.62
ISS_100RI_SUBMS20LP001_CIRS,0,11395,2009-01-17T22:23:26,54.42,288.4,172.43,213.576,318.463,258.147,306.997,307.596,307.255,0.005,359.985,292.758,66.78783,157.08685,91.724525,0.0,0.0,0.0,41.58434,47.14277,45.08341,64.5279,69.23359,67.11827,86.83919963,63.31,1.32982419,1.35114741,0.26905775,0.5164986,0.52363512,0.09942923,612.004,163.345,151.859,203.384,920.798,168.72,903.667,168.747,2364.038,166.589,213.566,312.712,-59.986,351.545,--,--,368.308,309.655,1465.152,311.029
ISS_102RF_FMOVIE001_PRIME,0,2007,2009-02-02T18:13:50,26.56,66.7,46.64,304.6,309.806,307.788,349.732,349.916,349.828,314.856,319.893,317.96,3.2428288,3.3228686,3.268887,0.0,0.0,0.0,151.27335,156.62418,153.84552,64.1978,69.770134,66.84888,87.0808551,11.15,9.59168194,9.87744649,1.40839735,3.83336429,3.84735713,0.32158508,609.987,18.633,-166.147,202.753,--,--,1216.02,23.789,1798.257,23.23,212.787,34.633,-18.082,351.876,542.784,34.3,596.308,34.277,283.672,34.504
ISS_102RI_SPKFMLFLP001_PRIME,0,11031,2009-02-05T16:39:26,82.06,303.28,192.7,64.373,97.252,81.851,357.656,358.557,358.124,65.816,98.696,83.726,66.14688,118.23701,79.521904,0.0,0.0,0.0,35.163345,40.788216,37.783855,59.077774,66.899155,63.074375,87.13156869,61.28,1.10108373,1.13189817,0.2195267,0.49260271,0.51092094,0.10000646,609.75,355.48,-159.598,202.482,--,--,993.169,356.029,2111.976,353.821,212.94,51.021,-9.488,352.154,--,--,1398.276,49.827,381.086,51.251
ISS_103RF_FMOVIE003_PRIME,0,11447,2009-02-10T14:28:46,0.0,359.98,220.23,168.104,194.405,180.551,10.913,12.081,11.497,157.191,182.324,169.054,6.2054257,6.4454904,6.3274,0.0,0.0,0.0,69.84946,82.182365,75.981346,150.1931,155.5453,153.12743,87.20852526,63.59,0.70120242,0.73424923,0.17604826,0.62521367,0.65431453,0.15530422,608.786,309.172,-146.449,201.993,--,--,2129.994,311.216,1801.284,307.972,212.136,77.236,3.843,352.182,--,--,1443.517,75.911,850.062,77.849
ISS_104RF_FMOVIE003_PRIME,0,3126,2009-02-25T00:06:54,0.0,359.98,69.97,277.54,283.389,281.29,49.8,50.082,49.947,227.74,233.333,231.343,5.0108404,5.102901,5.0379763,0.0,0.0,0.0,142.84433,146.61613,144.7864,112.21038,116.3881,114.284134,87.42623123,17.37,5.85675662,6.0605585,1.09227591,2.42119476,2.47385325,0.34723245,606.221,176.033,-108.124,201.104,--,--,2289.907,179.717,2222.085,178.291,211.754,152.611,42.549,352.64,--,--,263.804,152.5,341.283,152.807
ISS_105RF_FMOVIE002_PRIME,0,14090,2009-03-11T11:51:58,0.0,359.98,183.26,146.438,192.848,168.952,88.926,90.435,89.677,57.512,102.413,79.276,5.323018,5.6580243,5.48752,0.0,0.0,0.0,98.88073,112.06572,105.5747,23.152744,25.636396,23.899626,87.65713263,78.28,0.84117249,0.89085825,0.22132842,0.76934438,0.81464303,0.20345068,602.8,42.899,-69.416,200.597,2073.028,44.8,2131.282,46.988,1568.299,41.948,211.255,231.258,82.975,353.154,230.524,231.32,1457.522,229.501,1273.848,232.34
ISS_105RF_FMOVIE003_PRIME,0,5445,2009-03-04T08:46:54,0.0,359.98,81.02,282.544,288.326,284.664,69.677,70.162,69.914,212.793,218.649,214.75,7.078299,7.232705,7.0929894,0.0,0.0,0.0,33.542137,35.0133,34.26808,110.73173,114.441284,112.58979,87.54120359,30.25,1.25728878,1.28397674,0.17544122,0.4792842,0.49478144,0.08243567,604.102,106.573,-87.994,200.774,--,--,738.404,112.113,2109.51,110.703,210.853,191.935,62.749,352.884,--,--,361.783,191.737,567.907,192.313
ISS_105RI_TDIFS20HP001_CIRS,0,8638,2009-03-10T02:14:54,0.0,359.98,226.53,258.305,327.201,297.976,85.144,85.638,85.409,172.679,242.058,212.567,47.923496,102.51674,58.243835,0.0,0.0,0.0,150.10298,157.51123,154.16743,62.73118,71.557,67.41064,87.62980368,47.99,11.70803097,11.0759037,3.31418274,4.33312755,4.12484328,0.90296221,602.792,54.477,-72.999,200.425,--,--,1016.002,59.783,2332.759,57.995,211.268,224.703,79.445,352.951,--,--,600.314,221.83,1472.551,223.058
ISS_105RI_TMAPN45LP001_CIRS,0,5777,2009-03-05T08:45:18,18.84,147.84,82.93,109.59,316.621,211.785,72.374,73.087,72.733,37.034,243.703,139.052,67.57909,80.85952,69.88592,0.0,0.0,0.0,41.563354,50.072285,45.570297,128.98898,137.20895,132.52097,87.55808853,32.09,0.6861131,0.69000779,0.11273772,0.45679659,0.46601095,0.07874039,604.196,100.784,-86.256,200.806,606.467,100.8,1920.343,102.425,737.148,100.538,211.051,198.488,66.007,352.816,--,--,1474.543,196.962,258.807,198.382
ISS_106RF_FMOVIE002_PRIME,0,13540,2009-03-23T11:07:10,0.0,359.98,223.37,145.606,190.698,167.274,121.245,122.695,121.964,24.361,68.002,45.311,5.312372,5.6380115,5.4723487,0.0,0.0,0.0,99.88759,112.45398,106.23867,23.128952,25.733028,23.850767,87.84176869,75.22,0.82126564,0.89378687,0.30371443,0.75222938,0.8168742,0.2753895,598.523,292.921,-37.766,199.853,--,--,1942.1,297.322,1137.666,292.344,210.609,293.517,114.698,353.282,--,--,337.409,293.338,764.997,296.315
ISS_107RF_FMOVIE002_PRIME,0,7397,2009-03-29T16:51:42,188.5,337.72,263.02,151.998,161.791,156.758,138.093,138.808,138.456,13.905,22.984,18.302,7.082908,7.1307006,7.0963187,0.0,0.0,0.0,54.925053,61.22007,58.11304,139.90654,144.15727,142.10304,87.93404367,41.09,0.64409208,0.73291089,0.27536677,0.51148,0.57604129,0.20773632,597.365,235.039,-21.38,199.19,--,--,1303.142,240.113,2084.237,236.947,210.415,329.564,133.362,353.653,--,--,220.209,326.336,1454.327,327.782
ISS_108RF_FMOVIE001_PRIME,0,11645,2009-04-16T10:34:06,0.0,359.98,144.68,237.194,249.95,244.652,185.989,187.1,186.552,51.152,62.861,58.1,7.8144507,7.85867,7.825223,0.0,0.0,0.0,100.746994,107.745514,104.25324,142.25545,147.30371,144.94643,88.2102077,64.69,0.85636839,1.14083684,0.75146179,0.70415229,0.92796445,0.59621681,591.582,72.958,25.339,198.17,2183.467,75.04,1816.563,77.521,621.004,73.076,210.268,61.321,-179.478,354.25,565.731,61.68,535.653,60.998,1476.407,63.004
ISS_108RI_SPKMVLFLP001_PRIME,0,10862,2009-04-10T09:49:18,0.0,359.98,250.25,66.27,149.421,106.94,169.704,170.327,170.012,255.943,339.717,296.927,70.840485,161.53357,93.46843,0.0,0.0,0.0,33.55067,41.621437,36.28628,66.48016,74.85807,70.82827,88.11452449,60.34,1.43160428,1.47481795,0.2724727,0.45113988,0.48555259,0.12212209,593.254,130.844,8.849,198.729,--,--,1460.436,131.864,848.093,130.493,209.942,31.827,165.25,353.945,--,--,226.996,28.614,1382.591,29.822
ISS_109RI_TDIFS20HP001_CIRS,0,12761,2009-04-21T12:42:06,0.0,359.98,154.6,244.318,328.619,296.17,199.73,200.53,200.173,43.787,128.888,95.997,66.32926,125.6247,79.33715,0.0,0.0,0.0,143.66544,148.0075,145.47516,55.42003,59.832817,57.221832,88.2870336,70.89,4.50071997,5.14436615,2.08208895,2.3792744,2.79034473,1.16026004,590.253,26.647,38.755,197.946,1922.322,28.24,2100.271,30.796,1028.82,27.226,209.316,90.812,-164.532,354.23,1116.181,88.38,315.026,87.706,1409.396,89.582
ISS_110RF_FMOVIE002_PRIME,0,12596,2009-05-10T09:03:58,49.94,302.24,176.13,249.535,262.004,256.157,250.626,251.841,251.235,0.001,359.999,18.069,5.531809,5.761377,5.638957,0.0,0.0,0.0,52.805702,66.2597,59.30959,56.305046,70.077415,63.25205,88.58032899,69.98,1.17311694,1.23826173,0.30205789,0.52333613,0.54843847,0.1204917,586.088,212.977,88.398,196.443,1864.58,217.46,1327.715,218.024,666.195,213.175,209.145,189.124,-114.085,354.788,372.754,188.9,1039.897,188.41,1416.508,190.471
ISS_111RF_FMOVIE002_PRIME,0,9598,2009-05-26T09:08:14,0.0,359.98,243.25,273.695,285.571,277.438,293.838,294.689,294.246,339.852,351.733,343.191,5.235607,21.119284,5.816235,0.0,0.0,0.0,34.34401,38.285255,36.10233,92.94914,103.17809,97.956856,88.82511891,53.32,3.94519583,4.81920239,2.58727622,0.52607228,0.53558322,0.09113141,584.221,68.238,129.908,195.329,--,--,2321.498,70.698,660.794,68.058,208.618,274.323,-70.484,355.153,--,--,1095.693,273.552,631.919,274.744
ISS_112RF_FMOVIE002_PRIME_1,0,9094,2009-06-10T11:51:26,0.0,359.98,205.66,115.158,122.209,119.573,334.647,335.46,335.058,139.698,147.561,144.515,4.214558,5.5319166,4.6161976,0.0,0.0,0.0,17.098747,21.66051,18.8013,97.7894,109.73838,104.14325,89.05793106,50.52,2.1069074,2.10915654,0.54182964,0.47066821,0.48478173,0.07123459,583.045,289.269,169.794,194.297,--,--,2398.408,292.279,591.535,289.33,208.85,356.247,-28.254,355.808,--,--,740.095,353.474,986.596,355.578
ISS_112RF_FMOVIE002_PRIME_2,0,6496,2009-06-10T19:18:22,0.0,359.98,187.35,294.525,299.114,295.54,335.486,336.072,335.773,318.683,323.627,319.767,5.1981945,5.9433274,5.2974734,0.0,0.0,0.0,33.752274,34.878727,34.217342,109.64929,117.23621,113.52755,89.06137421,36.09,1.31982003,1.33947494,0.12102308,0.52918576,0.5352932,0.07616681,583.044,289.269,169.767,194.27,--,--,583.786,289.287,1968.306,287.823,208.849,356.247,-28.281,355.781,--,--,925.231,355.631,288.754,356.392
ISS_114RF_FMOVIEEQX001_PRIME,0,14925,2009-07-13T20:02:06,0.0,359.98,168.93,220.488,226.548,224.845,64.677,66.043,65.367,154.445,161.426,159.478,8.778051,9.724829,9.20379,0.0,0.0,0.0,88.16686,92.176735,90.24953,130.7217,132.91011,131.88211,89.57431509,82.92,1.08534211,1.08030867,0.22615884,0.72186685,0.72023924,0.14661406,584.069,342.291,-102.135,192.005,--,--,1808.255,346.834,786.201,341.978,207.465,173.207,62.107,356.372,1449.592,171.36,1254.529,170.953,587.114,173.59
ISS_115RF_FMOVIEEQX001_PRIME,0,15671,2009-07-30T01:05:34,0.0,359.98,181.49,231.545,240.925,236.853,108.449,109.864,109.159,121.681,132.476,127.693,9.999373,11.023145,10.384252,0.0,0.0,0.0,98.87824,101.838196,100.41279,117.34717,119.10134,118.22035,89.82384793,87.06,1.55579872,1.56032943,0.28563988,0.73547098,0.73753249,0.13369566,583.39,197.45,-60.244,191.271,1791.526,193.02,591.085,197.509,1165.723,192.351,206.656,258.409,105.792,356.82,788.145,258.94,1094.2,257.63,1463.811,260.25
ISS_132RI_FMOVIE001_VIMS,0,15201,2010-05-31T23:02:54,32.6,347.02,194.4,262.04,277.597,267.833,214.496,215.92,215.18,47.081,61.678,52.654,7.372074,10.828643,8.09734,0.0,0.0,0.0,119.85024,125.546646,122.47649,79.423874,80.13897,79.85404,85.53846367,84.45,5.8131259,5.86780308,0.70606805,1.02149694,1.03340831,0.12405826,577.376,266.583,26.608,171.213,2358.803,268.94,2389.591,269.644,1816.486,265.195,208.928,86.949,-139.286,5.255,211.615,86.96,1398.312,84.879,944.815,87.575
ISS_134RI_SPKMVDFHP001_PRIME,0,17665,2010-07-02T21:24:14,0.0,359.98,178.97,255.28,291.462,273.195,300.719,302.518,301.68,314.561,348.945,331.515,68.92824,107.16242,82.84264,0.0,0.0,0.0,123.15765,131.44096,127.2587,105.57593,107.69819,106.58581,85.06217696,98.14,4.02370708,4.17917289,0.85841834,1.15659351,1.19391594,0.25275975,579.79,331.283,111.896,169.546,2289.563,334.76,613.625,336.949,749.04,330.984,210.189,257.329,-51.777,6.289,361.919,257.1,917.097,254.652,1215.465,258.227
ISS_166RI_FNTLPMOV001_PRIME,0,11620,2012-05-23T12:10:06,45.86,287.94,166.38,188.11,230.065,205.211,5.552,6.48,6.001,181.63,224.513,199.21,19.999493,69.47682,29.538076,0.0,0.0,0.0,45.53184,47.598915,46.647884,92.97794,93.59436,93.267525,75.57645192,64.56,8.06785081,8.23859717,1.27368532,0.44957697,0.47062806,0.08403004,789.703,120.737,127.989,122.134,865.427,120.46,1183.885,121.25,1961.43,118.547,271.964,330.557,31.156,25.054,--,--,1119.481,329.5,759.501,330.981
ISS_168RF_FMOVIE001_PRIME,0,10728,2012-06-25T03:03:58,0.0,359.98,191.05,275.07,288.15,277.763,93.637,94.636,94.12,180.825,194.513,183.642,10.752375,14.074018,11.406833,0.0,0.0,0.0,108.71253,111.519875,110.10214,110.622635,111.00453,110.77294,75.17375467,59.6,2.52229375,2.75237987,0.84778978,0.89501719,0.97601681,0.30028756,807.292,179.746,-146.046,119.446,--,--,2171.573,182.269,881.96,179.481,276.352,144.237,120.249,26.01,--,--,1209.72,143.025,800.181,144.686
ISS_168RI_PROPRETRG001_PRIME,0,2868,2012-07-03T00:11:09,234.7,292.3,263.42,6.825,44.425,25.604,114.914,115.008,114.961,251.817,289.511,270.643,11.543616,35.323185,17.651655,0.0,0.0,0.0,44.383766,44.88959,44.546116,96.452515,96.835976,96.64158,75.08363824,15.93,3.66114381,3.70799946,0.36983204,0.42386411,0.42883941,0.04276322,811.434,110.273,-126.252,118.78,--,--,824.147,110.365,819.112,110.196,277.363,186.847,142.288,26.43,--,--,1359.438,184.665,1408.23,184.914
ISS_168RI_SPOKEMOV001_PRIME,0,17556,2012-06-24T11:10:54,0.0,359.98,177.36,42.545,112.65,84.169,91.849,93.5,92.677,2.88,324.324,108.744,139.9789,217.64413,167.58954,0.0,0.0,0.0,97.227455,100.984695,98.9273,109.5648,111.241264,110.18846,75.18117857,97.53,2.10209384,2.29819478,0.70919742,0.72395537,0.79217793,0.24151894,806.907,185.535,-147.649,119.547,1671.505,186.52,2126.616,188.478,2065.476,182.967,276.309,140.962,118.877,26.3,313.364,140.84,1366.268,139.386,1375.557,142.629
ISS_170RF_HIRESFRNG001_PRIME,0,184,2012-08-12T22:51:09,311.0,314.68,312.84,135.015,173.555,154.727,225.475,225.67,225.575,269.54,307.885,289.152,2.2134664,3.385351,2.7143672,0.0,0.0,0.0,121.04176,123.76688,122.5753,61.301567,67.08986,63.641624,74.58764381,1.02,2.87518759,2.92351833,0.25055793,1.2974291,1.2969751,0.13087032,838.673,93.875,-18.687,115.527,--,--,1226.866,94.409,898.88,94.074,284.11,43.163,-106.984,27.405,--,--,357.346,42.985,297.176,43.227
ISS_172RF_FMOVIE001_PRIME,0,15213,2012-09-20T17:37:33,0.0,359.98,170.83,273.05,282.9,278.452,330.195,331.609,330.91,302.531,311.305,307.542,10.02026,10.9173,10.461224,0.0,0.0,0.0,110.86728,115.31748,113.05666,121.61432,122.18835,121.903145,74.11723353,84.52,1.79943852,1.91343486,0.54499954,0.95145634,1.01136833,0.28868795,857.378,94.693,84.568,113.073,2105.069,96.76,1451.613,99.282,913.923,94.451,289.661,249.655,-0.935,28.687,--,--,414.425,249.406,876.644,252.16
ISS_172RI_BETPEGOCC001_VIMS,0,559,2012-09-22T17:34:53,137.9,149.06,143.48,296.775,302.255,300.698,335.591,335.624,335.611,321.156,326.657,325.087,6.944582,7.108071,6.9907207,0.0,0.0,0.0,134.79218,135.0404,134.9415,121.44573,121.81575,121.70004,74.10001395,3.11,2.73533784,2.82937548,0.33806361,1.43776136,1.4868993,0.17906967,858.367,77.31,89.413,112.805,--,--,2014.295,80.546,2052.724,80.381,289.976,262.768,5.803,28.773,--,--,477.018,259.725,529.645,259.759
ISS_172RI_EGAPMOVMP002_PRIME,0,17969,2012-10-01T13:11:25,0.0,359.98,180.02,226.41,236.81,231.793,0.006,359.987,134.023,226.972,237.33,231.581,14.31293,14.867898,14.571996,0.0,0.0,0.0,71.71768,74.50857,73.109764,114.71967,116.27462,115.50692,73.98809547,99.83,1.5004535,1.6069042,0.47290608,0.64759964,0.69165234,0.20190566,862.204,356.174,112.812,112.334,1811.568,354.2,1918.885,359.724,1811.568,354.219,291.573,308.663,29.333,29.021,1349.078,307.06,1371.146,306.546,1360.12,309.783
ISS_172RI_SPOKEMOV001_PRIME,0,17926,2012-09-18T19:10:21,0.0,359.98,180.11,10.11,113.59,61.063,324.971,326.16,325.561,43.95,148.619,95.502,137.0731,215.97952,152.66362,0.0,0.0,0.0,92.01531,96.55973,93.30324,118.42712,121.81139,120.20701,74.14366588,99.59,1.37192773,1.46220625,0.42181569,0.68831891,0.73500639,0.21082592,856.837,112.08,79.375,112.996,--,--,1200.999,117.098,1053.764,112.447,289.458,239.821,-5.867,28.743,--,--,849.305,239.081,1383.074,241.033
ISS_172RI_SPOKEMOV002_PRIME,0,17301,2012-09-19T17:55:41,0.0,359.98,182.32,215.5,313.6,267.859,327.53,328.69,328.124,246.81,346.07,299.735,116.781425,209.69724,128.89081,0.0,0.0,0.0,103.059814,106.84696,105.33877,119.42218,122.141335,120.85719,74.13011311,96.12,1.67012014,1.78224773,0.50222079,0.85602693,0.91414402,0.2579525,856.976,106.284,81.079,112.995,--,--,1780.992,107.439,1884.923,104.146,289.811,246.377,-2.633,28.652,950.177,245.5,970.604,243.668,292.276,246.347
ISS_172ST_URGAMPEG001_UVIS,0,568,2012-09-23T21:59:25,21.1,33.6,27.61,149.225,155.475,152.392,338.788,338.816,338.802,170.409,176.687,173.59,3.9028673,4.560311,4.217022,0.0,0.0,0.0,153.34843,153.60365,153.45998,110.075676,110.36382,110.21752,74.08908073,3.16,13.26438412,13.51297698,2.05056236,4.57951031,4.66888897,0.70333675,858.788,65.719,92.768,112.749,--,--,1607.815,70.011,1673.482,69.877,290.213,269.323,9.117,28.761,--,--,325.559,266.148,349.888,266.178
ISS_173RF_FMOVIE001_PRIME_1,0,11321,2012-10-15T19:43:57,3.64,232.72,117.94,107.14,143.095,124.661,37.939,38.836,38.387,68.304,105.156,86.274,7.7177973,9.039368,8.034547,0.0,0.0,0.0,137.36513,142.12177,139.50485,123.75617,124.32153,124.078415,73.82718137,62.89,3.70975413,3.74025446,0.68162141,2.08002125,2.09592887,0.38279894,867.283,228.678,149.173,111.186,--,--,876.307,228.762,2116.098,225.293,293.34,24.054,67.812,29.253,433.918,24.24,1224.502,22.766,566.874,24.347
ISS_173RF_FMOVIE001_PRIME_2,0,11426,2012-10-16T03:46:37,3.48,232.06,117.77,302.105,337.56,319.951,38.845,39.741,39.294,262.364,298.715,280.657,7.213976,9.848021,7.8736424,0.0,0.0,0.0,153.2955,160.86551,157.20512,118.24112,123.41418,120.86068,73.82084172,63.48,10.54854946,10.17270184,1.95978329,5.31600282,5.18236127,0.84426041,867.732,222.884,150.61,110.919,2115.934,225.24,2115.934,225.249,878.494,222.785,293.412,27.331,69.428,29.207,1161.428,26.14,583.175,24.357,975.063,26.43
ISS_173RF_HIRESFRNG001_PRIME,0,235,2012-10-18T12:58:05,123.14,127.82,125.48,179.19,224.11,202.067,45.278,45.502,45.392,133.912,178.608,156.675,2.943121,2.9688425,2.958054,0.0,0.0,0.0,70.895966,73.73739,72.61492,38.410564,41.665257,39.707703,73.79691865,1.31,1.09376884,1.09321851,0.27145194,0.83192241,0.83816173,0.19680072,868.842,199.704,157.077,110.567,--,--,1603.562,203.995,2016.345,202.889,294.008,40.442,76.219,29.346,--,--,312.402,37.24,594.322,37.475
ISS_173RI_SPOKEMOV001_PRIME,0,16948,2012-10-06T19:24:45,0.0,359.98,174.96,200.665,315.355,254.964,13.602,14.642,14.107,186.023,301.753,240.857,162.08391,258.85403,175.94937,0.0,0.0,0.0,91.36581,94.0043,93.09748,123.257065,125.589935,124.37885,73.92959462,94.16,1.32922889,1.40242622,0.37131433,0.75176638,0.79234738,0.21147051,864.125,309.814,125.909,111.792,1666.922,308.18,1696.999,310.845,1717.247,308.076,291.946,334.886,42.671,29.057,1390.429,336.34,292.599,334.871,1250.067,336.828
ISS_173RI_SPOKEMOV002_PRIME,0,11654,2012-10-10T23:56:13,0.0,359.98,149.87,46.39,157.4,97.136,24.911,25.487,25.178,20.903,132.489,71.958,151.21317,245.30788,166.86331,0.0,0.0,0.0,103.17243,105.07287,103.905815,126.40171,129.7867,127.992165,73.88493179,64.74,1.29921393,1.38717294,0.37991571,0.79827985,0.85538062,0.24178479,865.834,269.247,137.489,111.437,--,--,1800.755,273.107,1797.573,270.431,293.177,357.83,54.312,29.057,--,--,693.247,357.266,490.81,358.075
ISS_173RI_SPOKEMOV003_PRIME,0,17683,2012-10-12T20:55:25,0.0,359.98,179.55,98.245,103.085,99.706,29.974,31.634,30.799,66.826,71.641,68.907,119.084625,128.26562,123.49176,0.0,0.0,0.0,112.39741,116.0775,114.19165,128.90048,129.15361,129.0385,73.85836077,98.24,1.46917509,1.56205371,0.41248459,0.92547216,0.98382611,0.25973292,866.23,251.863,142.279,111.113,--,--,1688.858,255.979,1591.238,250.387,293.376,7.666,59.649,29.404,425.521,7.86,555.958,7.252,559.058,10.527
